region,rok,saldo_migracji_ogółem,wymeldowania_do_miast_ogółem,wymeldowania_na_wieś_ogółem,wymeldowania_ogółem_kobiety,wymeldowania_ogółem_mężczyźni,wymeldowania_ogółem_ogółem,zameldowania_ogółem_kobiety,zameldowania_ogółem_mężczyźni,zameldowania_ogółem_ogółem,zameldowania_z_miast_ogółem,zameldowania_ze_wsi_ogółem
PODKARPACKIE,2004,-2073.0,8311.0,7050.0,8126.0,7235.0,15361.0,6923.0,6365.0,13288.0,7308.0,5980.0
PODKARPACKIE,2005,-2001.0,7801.0,6365.0,7593.0,6573.0,14166.0,6417.0,5748.0,12165.0,6710.0,5455.0
PODKARPACKIE,2006,-1907.0,8276.0,6596.0,7987.0,6885.0,14872.0,6866.0,6099.0,12965.0,7082.0,5883.0
PODKARPACKIE,2007,-2169.0,10006.0,7732.0,9207.0,8531.0,17738.0,8044.0,7525.0,15569.0,7719.0,7850.0
PODKARPACKIE,2008,-1539.0,7014.0,5665.0,6951.0,5728.0,12679.0,5972.0,5168.0,11140.0,6116.0,5024.0
PODKARPACKIE,2009,-1986.0,7111.0,5749.0,7065.0,5795.0,12860.0,5850.0,5024.0,10874.0,5824.0,5050.0
PODKARPACKIE,2010,-1973.0,7733.0,5851.0,7397.0,6187.0,13584.0,6195.0,5416.0,11611.0,6436.0,5175.0
PODKARPACKIE,2011,-2212.0,7940.0,5965.0,7635.0,6270.0,13905.0,6318.0,5375.0,11693.0,6384.0,5309.0
PODKARPACKIE,2012,-1947.0,7444.0,5563.0,7077.0,5930.0,13007.0,5948.0,5112.0,11060.0,5887.0,5173.0
PODKARPACKIE,2013,-2273.0,8011.0,6047.0,7505.0,6553.0,14058.0,6175.0,5610.0,11785.0,6231.0,5554.0
PODKARPACKIE,2014,-1941.0,7831.0,5607.0,7308.0,6130.0,13438.0,6153.0,5344.0,11497.0,6099.0,5398.0
PODKARPACKIE,2015,-2400.0,8207.0,5900.0,7560.0,6547.0,14107.0,6211.0,5496.0,11707.0,6107.0,5600.0
PODKARPACKIE,2016,-2047.0,8052.0,5717.0,7434.0,6335.0,13769.0,6169.0,5553.0,11722.0,6003.0,5719.0
PODKARPACKIE,2017,-2140.0,8885.0,6137.0,8043.0,6979.0,15022.0,6776.0,6106.0,12882.0,6603.0,6279.0
PODKARPACKIE,2018,-3119.0,10169.0,6370.0,8823.0,7716.0,16539.0,7048.0,6372.0,13420.0,7040.0,6380.0
PODKARPACKIE,2019,-3462.0,11027.0,7061.0,9660.0,8428.0,18088.0,7696.0,6930.0,14626.0,7313.0,7313.0
PODKARPACKIE,2020,-2226.0,8101.0,6095.0,7556.0,6640.0,14196.0,6240.0,5730.0,11970.0,6093.0,5877.0
PODKARPACKIE,2021,-2197.0,9012.0,6695.0,8208.0,7499.0,15707.0,6903.0,6607.0,13510.0,7023.0,6487.0
PODKARPACKIE,2022,-2228.0,8366.0,6802.0,8086.0,7082.0,15168.0,6884.0,6056.0,12940.0,6608.0,6332.0
PODKARPACKIE,2023,-2664.0,8656.0,6360.0,7953.0,7063.0,15016.0,6453.0,5899.0,12352.0,6335.0,6017.0
PODKARPACKIE,2024,-2829.0,9031.0,6717.0,8164.0,7584.0,15748.0,6558.0,6361.0,12919.0,6431.0,6488.0
PODKARPACKIE,2025,,,,,,,,,,,
PODLASKIE,1999,-882.0,,,6881.0,5584.0,12465.0,6317.0,5266.0,11583.0,,
PODLASKIE,2000,-1255.0,7799.0,3673.0,6197.0,5275.0,11472.0,5512.0,4705.0,10217.0,5566.0,4651.0
PODLASKIE,2001,-1100.0,7384.0,3332.0,5821.0,4895.0,10716.0,5160.0,4456.0,9616.0,5389.0,4227.0
PODLASKIE,2002,-1481.0,7963.0,3811.0,6425.0,5349.0,11774.0,5551.0,4742.0,10293.0,5712.0,4581.0
PODLASKIE,2003,-1589.0,7604.0,4003.0,6301.0,5306.0,11607.0,5417.0,4601.0,10018.0,6084.0,3934.0
PODLASKIE,2004,-1508.0,7213.0,4202.0,6135.0,5280.0,11415.0,5361.0,4546.0,9907.0,6137.0,3770.0
PODLASKIE,2005,-1838.0,7096.0,4054.0,6091.0,5059.0,11150.0,5035.0,4277.0,9312.0,5753.0,3559.0
PODLASKIE,2006,-1994.0,8174.0,4290.0,6817.0,5647.0,12464.0,5643.0,4827.0,10470.0,6192.0,4278.0
PODLASKIE,2007,-2182.0,7709.0,4748.0,6894.0,5563.0,12457.0,5639.0,4636.0,10275.0,6289.0,3986.0
PODLASKIE,2008,-1440.0,6301.0,3614.0,5641.0,4274.0,9915.0,4782.0,3693.0,8475.0,5212.0,3263.0
PODLASKIE,2009,-1652.0,6255.0,3642.0,5544.0,4353.0,9897.0,4601.0,3644.0,8245.0,5169.0,3076.0
PODLASKIE,2010,-1616.0,6634.0,4046.0,6063.0,4617.0,10680.0,5093.0,3971.0,9064.0,5733.0,3331.0
PODLASKIE,2011,-1898.0,6964.0,3938.0,5977.0,4925.0,10902.0,4881.0,4123.0,9004.0,5551.0,3453.0
PODLASKIE,2012,-1745.0,6683.0,3663.0,5741.0,4605.0,10346.0,4729.0,3872.0,8601.0,5216.0,3385.0
PODLASKIE,2013,-2053.0,6918.0,3724.0,5852.0,4790.0,10642.0,4705.0,3884.0,8589.0,5197.0,3392.0
PODLASKIE,2014,-1912.0,6960.0,3528.0,5859.0,4629.0,10488.0,4740.0,3836.0,8576.0,5203.0,3373.0
PODLASKIE,2015,-1907.0,6454.0,3453.0,5556.0,4351.0,9907.0,4423.0,3577.0,8000.0,4834.0,3166.0
PODLASKIE,2016,-1565.0,6410.0,3497.0,5452.0,4455.0,9907.0,4609.0,3733.0,8342.0,5024.0,3318.0
PODLASKIE,2017,-1866.0,6899.0,3691.0,5854.0,4736.0,10590.0,4744.0,3980.0,8724.0,5256.0,3468.0
PODLASKIE,2018,-2281.0,7860.0,4219.0,6595.0,5484.0,12079.0,5251.0,4547.0,9798.0,6043.0,3755.0
PODLASKIE,2019,-2459.0,7861.0,4569.0,6747.0,5683.0,12430.0,5412.0,4559.0,9971.0,6110.0,3861.0
PODLASKIE,2020,-1702.0,6014.0,4145.0,5568.0,4591.0,10159.0,4640.0,3817.0,8457.0,5406.0,3051.0
PODLASKIE,2021,-1657.0,6499.0,4601.0,6028.0,5072.0,11100.0,5050.0,4393.0,9443.0,6019.0,3424.0
PODLASKIE,2022,-1526.0,6045.0,4479.0,5623.0,4901.0,10524.0,4790.0,4208.0,8998.0,5742.0,3256.0
PODLASKIE,2023,-1844.0,6293.0,4594.0,5809.0,5078.0,10887.0,4792.0,4251.0,9043.0,5835.0,3208.0
PODLASKIE,2024,-1858.0,6612.0,4849.0,6016.0,5445.0,11461.0,5013.0,4590.0,9603.0,6100.0,3503.0
PODLASKIE,2025,,,,,,,,,,,
POLSKA,1999,0.0,,,164214.0,146866.0,311080.0,164214.0,146866.0,311080.0,,
POLSKA,2000,0.0,177525.0,106931.0,149612.0,134844.0,284456.0,149612.0,134844.0,284456.0,182987.0,101469.0
POLSKA,2001,0.0,169913.0,99369.0,141726.0,127556.0,269282.0,141726.0,127556.0,269282.0,176917.0,92365.0
POLSKA,2002,0.0,183059.0,110176.0,154308.0,138927.0,293235.0,154308.0,138927.0,293235.0,196450.0,96785.0
POLSKA,2003,0.0,190228.0,120650.0,165107.0,145771.0,310878.0,165107.0,145771.0,310878.0,212991.0,97887.0
POLSKA,2004,0.0,186057.0,126384.0,164759.0,147682.0,312441.0,164759.0,147682.0,312441.0,215121.0,97320.0
POLSKA,2005,0.0,186950.0,119895.0,163489.0,143356.0,306845.0,163489.0,143356.0,306845.0,210281.0,96564.0
POLSKA,2006,0.0,204387.0,134112.0,179572.0,158927.0,338499.0,179572.0,158927.0,338499.0,230641.0,107858.0
POLSKA,2007,0.0,209034.0,151851.0,191385.0,169500.0,360885.0,191385.0,169500.0,360885.0,243957.0,116928.0
POLSKA,2008,0.0,170910.0,120537.0,157924.0,133523.0,291447.0,157924.0,133523.0,291447.0,199555.0,91892.0
POLSKA,2009,0.0,168284.0,121800.0,158419.0,131665.0,290084.0,158419.0,131665.0,290084.0,197882.0,92202.0
POLSKA,2010,0.0,177877.0,127106.0,164863.0,140120.0,304983.0,164863.0,140120.0,304983.0,210733.0,94250.0
POLSKA,2011,0.0,179260.0,123219.0,163620.0,138859.0,302479.0,163620.0,138859.0,302479.0,206846.0,95633.0
POLSKA,2012,0.0,167800.0,115858.0,153205.0,130453.0,283658.0,153205.0,130453.0,283658.0,191758.0,91900.0
POLSKA,2013,0.0,181869.0,125263.0,163047.0,144085.0,307132.0,163047.0,144085.0,307132.0,206423.0,100709.0
POLSKA,2014,0.0,176312.0,117322.0,157387.0,136247.0,293634.0,157387.0,136247.0,293634.0,194982.0,98652.0
POLSKA,2015,0.0,167935.0,111391.0,149242.0,130084.0,279326.0,149242.0,130084.0,279326.0,183667.0,95659.0
POLSKA,2016,0.0,160565.0,110629.0,145052.0,126142.0,271194.0,145052.0,126142.0,271194.0,177800.0,93394.0
POLSKA,2017,0.0,170716.0,116984.0,153274.0,134426.0,287700.0,153274.0,134426.0,287700.0,188784.0,98916.0
POLSKA,2018,0.0,195466.0,130703.0,173426.0,152743.0,326169.0,173426.0,152743.0,326169.0,214342.0,111827.0
POLSKA,2019,0.0,205755.0,138184.0,183007.0,160932.0,343939.0,183007.0,160932.0,343939.0,224952.0,118987.0
POLSKA,2020,0.0,156526.0,121327.0,147114.0,130739.0,277853.0,147114.0,130739.0,277853.0,183419.0,94434.0
POLSKA,2021,0.0,171751.0,138276.0,163248.0,146779.0,310027.0,163248.0,146779.0,310027.0,204341.0,105686.0
POLSKA,2022,0.0,156707.0,134553.0,153299.0,137961.0,291260.0,153299.0,137961.0,291260.0,191070.0,100190.0
POLSKA,2023,0.0,165935.0,132346.0,156501.0,141780.0,298281.0,156501.0,141780.0,298281.0,197593.0,100688.0
POLSKA,2024,0.0,174316.0,137339.0,162378.0,149277.0,311655.0,162378.0,149277.0,311655.0,202960.0,108695.0
POLSKA,2025,,,,,,,,,,,
POMORSKIE,1999,2120.0,,,9733.0,8856.0,18589.0,10810.0,9899.0,20709.0,,
POMORSKIE,2000,1651.0,11800.0,5306.0,8852.0,8254.0,17106.0,9821.0,8936.0,18757.0,13588.0,5169.0
POMORSKIE,2001,2074.0,11313.0,5041.0,8580.0,7774.0,16354.0,9564.0,8864.0,18428.0,13613.0,4815.0
POMORSKIE,2002,1982.0,12052.0,5738.0,9360.0,8430.0,17790.0,10395.0,9377.0,19772.0,14135.0,5637.0
POMORSKIE,2003,2000.0,12564.0,6820.0,10294.0,9090.0,19384.0,11340.0,10044.0,21384.0,15450.0,5934.0
POMORSKIE,2004,2316.0,12470.0,7400.0,10324.0,9546.0,19870.0,11546.0,10640.0,22186.0,16509.0,5677.0
POMORSKIE,2005,2270.0,12695.0,6854.0,10311.0,9238.0,19549.0,11619.0,10200.0,21819.0,15776.0,6043.0
POMORSKIE,2006,2341.0,14369.0,8154.0,11959.0,10564.0,22523.0,13191.0,11673.0,24864.0,18404.0,6460.0
POMORSKIE,2007,2586.0,14243.0,9478.0,12391.0,11330.0,23721.0,13769.0,12538.0,26307.0,19346.0,6961.0
POMORSKIE,2008,2151.0,11765.0,7233.0,10177.0,8821.0,18998.0,11411.0,9738.0,21149.0,15327.0,5822.0
POMORSKIE,2009,2582.0,11071.0,7575.0,9981.0,8665.0,18646.0,11467.0,9761.0,21228.0,15549.0,5679.0
POMORSKIE,2010,2749.0,11694.0,7808.0,10403.0,9099.0,19502.0,11940.0,10311.0,22251.0,16395.0,5856.0
POMORSKIE,2011,2618.0,11226.0,7752.0,10170.0,8808.0,18978.0,11612.0,9984.0,21596.0,15833.0,5763.0
POMORSKIE,2012,2437.0,10318.0,6989.0,9237.0,8070.0,17307.0,10577.0,9167.0,19744.0,14266.0,5478.0
POMORSKIE,2013,3240.0,11345.0,8066.0,10183.0,9228.0,19411.0,11917.0,10734.0,22651.0,16221.0,6430.0
POMORSKIE,2014,3059.0,10799.0,7409.0,9622.0,8586.0,18208.0,11363.0,9904.0,21267.0,15090.0,6177.0
POMORSKIE,2015,3344.0,10576.0,7325.0,9408.0,8493.0,17901.0,11345.0,9900.0,21245.0,15005.0,6240.0
POMORSKIE,2016,3485.0,9861.0,7468.0,9096.0,8233.0,17329.0,11097.0,9717.0,20814.0,14768.0,6046.0
POMORSKIE,2017,3625.0,10271.0,8085.0,9691.0,8665.0,18356.0,11757.0,10224.0,21981.0,15613.0,6368.0
POMORSKIE,2018,4920.0,12110.0,8769.0,11069.0,9810.0,20879.0,13856.0,11943.0,25799.0,17985.0,7814.0
POMORSKIE,2019,5953.0,12292.0,8863.0,11107.0,10048.0,21155.0,14366.0,12742.0,27108.0,18983.0,8125.0
POMORSKIE,2020,3825.0,8997.0,8281.0,9044.0,8234.0,17278.0,11198.0,9905.0,21103.0,14752.0,6351.0
POMORSKIE,2021,4591.0,10034.0,9068.0,9884.0,9218.0,19102.0,12473.0,11220.0,23693.0,16512.0,7181.0
POMORSKIE,2022,4047.0,9161.0,8868.0,9367.0,8662.0,18029.0,11597.0,10479.0,22076.0,15223.0,6853.0
POMORSKIE,2023,4382.0,10110.0,8979.0,9939.0,9150.0,19089.0,12408.0,11063.0,23471.0,16600.0,6871.0
POMORSKIE,2024,4869.0,10579.0,9438.0,10493.0,9524.0,20017.0,13045.0,11841.0,24886.0,17092.0,7794.0
POMORSKIE,2025,,,,,,,,,,,
WARMIŃSKO-MAZURSKIE,1999,-1995.0,,,7264.0,6332.0,13596.0,6127.0,5474.0,11601.0,,
WARMIŃSKO-MAZURSKIE,2000,-2002.0,8270.0,4212.0,6695.0,5787.0,12482.0,5491.0,4989.0,10480.0,6038.0,4442.0
WARMIŃSKO-MAZURSKIE,2001,-2176.0,8082.0,3716.0,6210.0,5588.0,11798.0,4986.0,4636.0,9622.0,5570.0,4052.0
WARMIŃSKO-MAZURSKIE,2002,-2136.0,8626.0,4302.0,6869.0,6059.0,12928.0,5543.0,5249.0,10792.0,6604.0,4188.0
WARMIŃSKO-MAZURSKIE,2003,-1580.0,8661.0,4603.0,7061.0,6203.0,13264.0,6099.0,5585.0,11684.0,7270.0,4414.0
WARMIŃSKO-MAZURSKIE,2004,-1976.0,8625.0,4592.0,7025.0,6192.0,13217.0,5760.0,5481.0,11241.0,7088.0,4153.0
WARMIŃSKO-MAZURSKIE,2005,-2261.0,8693.0,4588.0,7063.0,6218.0,13281.0,5822.0,5198.0,11020.0,6938.0,4082.0
WARMIŃSKO-MAZURSKIE,2006,-3128.0,9724.0,5023.0,7820.0,6927.0,14747.0,6040.0,5579.0,11619.0,7074.0,4545.0
WARMIŃSKO-MAZURSKIE,2007,-2741.0,9880.0,5680.0,8284.0,7276.0,15560.0,6713.0,6106.0,12819.0,7722.0,5097.0
WARMIŃSKO-MAZURSKIE,2008,-2360.0,8289.0,4956.0,7320.0,5925.0,13245.0,5862.0,5023.0,10885.0,6682.0,4203.0
WARMIŃSKO-MAZURSKIE,2009,-2714.0,7890.0,4567.0,6763.0,5694.0,12457.0,5186.0,4557.0,9743.0,6052.0,3691.0
WARMIŃSKO-MAZURSKIE,2010,-2721.0,8292.0,4966.0,7267.0,5991.0,13258.0,5569.0,4968.0,10537.0,6648.0,3889.0
WARMIŃSKO-MAZURSKIE,2011,-2952.0,8470.0,4663.0,7142.0,5991.0,13133.0,5452.0,4729.0,10181.0,6335.0,3846.0
WARMIŃSKO-MAZURSKIE,2012,-2413.0,7873.0,4016.0,6386.0,5503.0,11889.0,4995.0,4481.0,9476.0,5841.0,3635.0
WARMIŃSKO-MAZURSKIE,2013,-2707.0,8568.0,4340.0,6861.0,6047.0,12908.0,5357.0,4844.0,10201.0,6114.0,4087.0
WARMIŃSKO-MAZURSKIE,2014,-2794.0,8285.0,4399.0,6866.0,5818.0,12684.0,5216.0,4674.0,9890.0,5879.0,4011.0
WARMIŃSKO-MAZURSKIE,2015,-2609.0,7873.0,4053.0,6480.0,5446.0,11926.0,4928.0,4389.0,9317.0,5355.0,3962.0
WARMIŃSKO-MAZURSKIE,2016,-2703.0,7512.0,4067.0,6309.0,5270.0,11579.0,4689.0,4187.0,8876.0,5126.0,3750.0
WARMIŃSKO-MAZURSKIE,2017,-2443.0,7996.0,4272.0,6606.0,5662.0,12268.0,5224.0,4601.0,9825.0,5675.0,4150.0
WARMIŃSKO-MAZURSKIE,2018,-3397.0,9386.0,5071.0,7712.0,6745.0,14457.0,5844.0,5216.0,11060.0,6443.0,4617.0
WARMIŃSKO-MAZURSKIE,2019,-3771.0,9624.0,5439.0,8119.0,6944.0,15063.0,5952.0,5340.0,11292.0,6648.0,4644.0
WARMIŃSKO-MAZURSKIE,2020,-2113.0,7221.0,4611.0,6324.0,5508.0,11832.0,5147.0,4572.0,9719.0,5838.0,3881.0
WARMIŃSKO-MAZURSKIE,2021,-2391.0,7458.0,4843.0,6527.0,5774.0,12301.0,5202.0,4708.0,9910.0,5746.0,4164.0
WARMIŃSKO-MAZURSKIE,2022,-2067.0,6521.0,4618.0,5900.0,5239.0,11139.0,4799.0,4273.0,9072.0,5339.0,3733.0
WARMIŃSKO-MAZURSKIE,2023,-2203.0,6955.0,4659.0,6161.0,5453.0,11614.0,4929.0,4482.0,9411.0,5739.0,3672.0
WARMIŃSKO-MAZURSKIE,2024,-2433.0,7541.0,5218.0,6672.0,6087.0,12759.0,5415.0,4911.0,10326.0,6017.0,4309.0
WARMIŃSKO-MAZURSKIE,2025,,,,,,,,,,,
WIELKOPOLSKIE,1999,1792.0,,,12698.0,11531.0,24229.0,13736.0,12285.0,26021.0,,
WIELKOPOLSKIE,2000,1595.0,13349.0,9542.0,12052.0,10839.0,22891.0,13005.0,11481.0,24486.0,15665.0,8821.0
WIELKOPOLSKIE,2001,2430.0,13177.0,9395.0,11843.0,10729.0,22572.0,13351.0,11651.0,25002.0,16667.0,8335.0
WIELKOPOLSKIE,2002,2306.0,13265.0,10210.0,12255.0,11220.0,23475.0,13531.0,12250.0,25781.0,17434.0,8347.0
WIELKOPOLSKIE,2003,2239.0,14208.0,11365.0,13529.0,12044.0,25573.0,14761.0,13051.0,27812.0,19221.0,8591.0
WIELKOPOLSKIE,2004,2453.0,14086.0,11934.0,13617.0,12403.0,26020.0,14914.0,13559.0,28473.0,19672.0,8801.0
WIELKOPOLSKIE,2005,2523.0,14100.0,12072.0,13837.0,12335.0,26172.0,15192.0,13503.0,28695.0,19893.0,8802.0
WIELKOPOLSKIE,2006,2416.0,15381.0,13198.0,15074.0,13505.0,28579.0,16381.0,14614.0,30995.0,20986.0,10009.0
WIELKOPOLSKIE,2007,3126.0,16225.0,15634.0,16862.0,14997.0,31859.0,18538.0,16447.0,34985.0,23809.0,11176.0
WIELKOPOLSKIE,2008,2004.0,13111.0,12768.0,13911.0,11968.0,25879.0,14989.0,12894.0,27883.0,19174.0,8709.0
WIELKOPOLSKIE,2009,1852.0,12733.0,13126.0,14125.0,11734.0,25859.0,15051.0,12660.0,27711.0,18799.0,8912.0
WIELKOPOLSKIE,2010,1706.0,12979.0,13197.0,14178.0,11998.0,26176.0,15154.0,12728.0,27882.0,18746.0,9136.0
WIELKOPOLSKIE,2011,1887.0,13112.0,12817.0,14117.0,11812.0,25929.0,15147.0,12669.0,27816.0,18976.0,8840.0
WIELKOPOLSKIE,2012,1361.0,12298.0,12590.0,13597.0,11291.0,24888.0,14246.0,12003.0,26249.0,17678.0,8571.0
WIELKOPOLSKIE,2013,1645.0,13725.0,13864.0,14628.0,12961.0,27589.0,15568.0,13666.0,29234.0,19611.0,9623.0
WIELKOPOLSKIE,2014,1381.0,13007.0,12470.0,13655.0,11822.0,25477.0,14266.0,12592.0,26858.0,17691.0,9167.0
WIELKOPOLSKIE,2015,1207.0,12345.0,12514.0,13270.0,11589.0,24859.0,13872.0,12194.0,26066.0,16967.0,9099.0
WIELKOPOLSKIE,2016,983.0,11785.0,12521.0,12987.0,11319.0,24306.0,13522.0,11767.0,25289.0,16456.0,8833.0
WIELKOPOLSKIE,2017,1015.0,12189.0,13068.0,13420.0,11837.0,25257.0,13870.0,12402.0,26272.0,16873.0,9399.0
WIELKOPOLSKIE,2018,1121.0,13646.0,14747.0,14902.0,13491.0,28393.0,15544.0,13970.0,29514.0,19306.0,10208.0
WIELKOPOLSKIE,2019,1203.0,14523.0,15424.0,15880.0,14067.0,29947.0,16555.0,14595.0,31150.0,20132.0,11018.0
WIELKOPOLSKIE,2020,1491.0,11082.0,12933.0,12591.0,11424.0,24015.0,13393.0,12113.0,25506.0,16528.0,8978.0
WIELKOPOLSKIE,2021,1799.0,11793.0,14422.0,13771.0,12444.0,26215.0,14846.0,13168.0,28014.0,17973.0,10041.0
WIELKOPOLSKIE,2022,1271.0,10594.0,13860.0,12877.0,11577.0,24454.0,13583.0,12142.0,25725.0,16314.0,9411.0
WIELKOPOLSKIE,2023,1500.0,11547.0,13495.0,13147.0,11895.0,25042.0,14085.0,12457.0,26542.0,17133.0,9409.0
WIELKOPOLSKIE,2024,1383.0,11751.0,13515.0,13217.0,12049.0,25266.0,13943.0,12706.0,26649.0,16751.0,9898.0
WIELKOPOLSKIE,2025,,,,,,,,,,,
ZACHODNIOPOMORSKIE,1999,-433.0,,,8094.0,7566.0,15660.0,7865.0,7362.0,15227.0,,
ZACHODNIOPOMORSKIE,2000,-163.0,9743.0,4829.0,7636.0,6936.0,14572.0,7499.0,6910.0,14409.0,9983.0,4426.0
ZACHODNIOPOMORSKIE,2001,-558.0,9397.0,4664.0,7359.0,6702.0,14061.0,6977.0,6526.0,13503.0,9288.0,4215.0
ZACHODNIOPOMORSKIE,2002,-952.0,10848.0,5283.0,8443.0,7688.0,16131.0,7918.0,7261.0,15179.0,10509.0,4670.0
ZACHODNIOPOMORSKIE,2003,-1386.0,10408.0,5556.0,8374.0,7590.0,15964.0,7648.0,6930.0,14578.0,10336.0,4242.0
ZACHODNIOPOMORSKIE,2004,-1090.0,10396.0,6148.0,8661.0,7883.0,16544.0,8071.0,7383.0,15454.0,10947.0,4507.0
ZACHODNIOPOMORSKIE,2005,-1040.0,10657.0,5416.0,8335.0,7738.0,16073.0,7679.0,7354.0,15033.0,10459.0,4574.0
ZACHODNIOPOMORSKIE,2006,-1328.0,11265.0,6043.0,9082.0,8226.0,17308.0,8288.0,7692.0,15980.0,11096.0,4884.0
ZACHODNIOPOMORSKIE,2007,-1545.0,11591.0,7127.0,9810.0,8908.0,18718.0,8997.0,8176.0,17173.0,11717.0,5456.0
ZACHODNIOPOMORSKIE,2008,-1151.0,9483.0,6008.0,8163.0,7328.0,15491.0,7610.0,6730.0,14340.0,9968.0,4372.0
ZACHODNIOPOMORSKIE,2009,-990.0,9193.0,5665.0,7991.0,6867.0,14858.0,7327.0,6541.0,13868.0,9406.0,4462.0
ZACHODNIOPOMORSKIE,2010,-1111.0,9530.0,5930.0,8200.0,7260.0,15460.0,7580.0,6769.0,14349.0,9818.0,4531.0
ZACHODNIOPOMORSKIE,2011,-971.0,9743.0,5787.0,8217.0,7313.0,15530.0,7630.0,6929.0,14559.0,9907.0,4652.0
ZACHODNIOPOMORSKIE,2012,-1039.0,8896.0,5285.0,7568.0,6613.0,14181.0,6981.0,6161.0,13142.0,8726.0,4416.0
ZACHODNIOPOMORSKIE,2013,-665.0,9537.0,5481.0,7879.0,7139.0,15018.0,7505.0,6848.0,14353.0,9616.0,4737.0
ZACHODNIOPOMORSKIE,2014,-920.0,9339.0,5366.0,7691.0,7014.0,14705.0,7182.0,6603.0,13785.0,9042.0,4743.0
ZACHODNIOPOMORSKIE,2015,-732.0,8706.0,5004.0,7182.0,6528.0,13710.0,6753.0,6225.0,12978.0,8319.0,4659.0
ZACHODNIOPOMORSKIE,2016,-624.0,8523.0,5027.0,7126.0,6424.0,13550.0,6792.0,6134.0,12926.0,8331.0,4595.0
ZACHODNIOPOMORSKIE,2017,-808.0,9183.0,5270.0,7681.0,6772.0,14453.0,7177.0,6468.0,13645.0,8966.0,4679.0
ZACHODNIOPOMORSKIE,2018,-943.0,10099.0,5968.0,8478.0,7589.0,16067.0,7938.0,7186.0,15124.0,9823.0,5301.0
ZACHODNIOPOMORSKIE,2019,-884.0,10529.0,6394.0,8972.0,7951.0,16923.0,8461.0,7578.0,16039.0,10522.0,5517.0
ZACHODNIOPOMORSKIE,2020,-747.0,7941.0,5374.0,7006.0,6309.0,13315.0,6618.0,5950.0,12568.0,8354.0,4214.0
ZACHODNIOPOMORSKIE,2021,-946.0,8515.0,6487.0,7915.0,7087.0,15002.0,7370.0,6686.0,14056.0,9423.0,4633.0
ZACHODNIOPOMORSKIE,2022,-577.0,7688.0,5983.0,7187.0,6484.0,13671.0,6840.0,6254.0,13094.0,8622.0,4472.0
ZACHODNIOPOMORSKIE,2023,-799.0,7959.0,5940.0,7235.0,6664.0,13899.0,6822.0,6278.0,13100.0,8793.0,4307.0
ZACHODNIOPOMORSKIE,2024,-596.0,8299.0,6124.0,7412.0,7011.0,14423.0,7126.0,6701.0,13827.0,9157.0,4670.0
ZACHODNIOPOMORSKIE,2025,,,,,,,,,,,
ŁÓDZKIE,1999,-1214.0,,,9591.0,8386.0,17977.0,8850.0,7913.0,16763.0,,
ŁÓDZKIE,2000,-1107.0,10470.0,6182.0,8655.0,7997.0,16652.0,8062.0,7483.0,15545.0,9559.0,5986.0
ŁÓDZKIE,2001,-1339.0,10045.0,5694.0,8305.0,7434.0,15739.0,7589.0,6811.0,14400.0,8979.0,5421.0
ŁÓDZKIE,2002,-1407.0,10488.0,6409.0,9076.0,7821.0,16897.0,8190.0,7300.0,15490.0,9867.0,5623.0
ŁÓDZKIE,2003,-915.0,11155.0,6705.0,9653.0,8207.0,17860.0,9030.0,7915.0,16945.0,11195.0,5750.0
ŁÓDZKIE,2004,-1479.0,10815.0,6815.0,9342.0,8288.0,17630.0,8428.0,7723.0,16151.0,10791.0,5360.0
ŁÓDZKIE,2005,-1564.0,10888.0,6766.0,9450.0,8204.0,17654.0,8509.0,7581.0,16090.0,10648.0,5442.0
ŁÓDZKIE,2006,-1771.0,11924.0,7454.0,10344.0,9034.0,19378.0,9384.0,8223.0,17607.0,11493.0,6114.0
ŁÓDZKIE,2007,-1653.0,12052.0,8522.0,10872.0,9702.0,20574.0,9880.0,9041.0,18921.0,12721.0,6200.0
ŁÓDZKIE,2008,-1343.0,9417.0,6588.0,8768.0,7237.0,16005.0,7912.0,6750.0,14662.0,9928.0,4734.0
ŁÓDZKIE,2009,-1372.0,9552.0,6753.0,8983.0,7322.0,16305.0,8214.0,6719.0,14933.0,9948.0,4985.0
ŁÓDZKIE,2010,-1757.0,10205.0,7143.0,9431.0,7917.0,17348.0,8375.0,7216.0,15591.0,10689.0,4902.0
ŁÓDZKIE,2011,-1844.0,10378.0,6917.0,9481.0,7814.0,17295.0,8399.0,7052.0,15451.0,10464.0,4987.0
ŁÓDZKIE,2012,-1643.0,9597.0,6580.0,8862.0,7315.0,16177.0,7837.0,6697.0,14534.0,9732.0,4802.0
ŁÓDZKIE,2013,-2104.0,10277.0,7151.0,9367.0,8061.0,17428.0,8209.0,7115.0,15324.0,10263.0,5061.0
ŁÓDZKIE,2014,-1701.0,9745.0,6828.0,9014.0,7559.0,16573.0,7992.0,6880.0,14872.0,9806.0,5066.0
ŁÓDZKIE,2015,-1727.0,9354.0,6185.0,8458.0,7081.0,15539.0,7459.0,6353.0,13812.0,8949.0,4863.0
ŁÓDZKIE,2016,-1695.0,9099.0,6146.0,8222.0,7023.0,15245.0,7249.0,6301.0,13550.0,8893.0,4657.0
ŁÓDZKIE,2017,-1961.0,9538.0,6494.0,8624.0,7408.0,16032.0,7583.0,6488.0,14071.0,9199.0,4872.0
